id,title,start_date,end_date,is_published,retailer,category
679,Obiettivo convenienza,2019-05-03,2019-05-16,1,Coop,Iper e super
680,Obiettivo convenienza,2019-05-03,2019-05-16,1,Coop,Iper e super
681,Offerte dal 3 al 16 maggio,2019-05-03,2019-05-16,1,Coop,Iper e super
682,Offerte dal 3 al 16 maggio,2019-05-03,2019-05-16,1,Coop,Iper e super
683,Offerte dal 3 al 16 maggio,2019-05-03,2019-05-16,1,Coop,Iper e super
684,Offerte dal 3 al 16 maggio,2019-05-03,2019-05-16,1,Coop,Iper e super
685,Voglia di freschezza!,2019-05-03,2019-05-16,1,Palmarket,Iper e super
686,1+1,2019-05-03,2019-05-16,1,Elite,Iper e super
687,Rinnovo reparto cucine,2019-05-03,2019-05-31,1,Mercatone Germanvox,Arredamento
688,Offerte dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Maxì,Iper e super
689,Offerte dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Maxì,Iper e super
690,Offerte dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Maxì,Iper e super
691,"Sorridi, è sottocosto.",2019-05-03,2019-05-16,1,Sigma,Iper e super
692,Prezzi tagliati,2019-05-03,2019-05-16,1,Sigma,Iper e super
693,"Sorridi, è sottocosto.",2019-05-03,2019-05-16,1,Sigma,Iper e super
694,Prezzi tagliati,2019-05-03,2019-05-16,1,Sigma,Iper e super
695,Sconti fino al 40%,2019-05-03,2019-05-16,1,Famila,Iper e super
696,1+1,2019-05-03,2019-05-16,1,Coal,Iper e super
697,Sconti fino al 40%,2019-05-03,2019-05-16,1,Famila,Iper e super
698,Offerte dal 3 al 27 maggio 2018,2019-05-03,2019-05-27,1,Elite,Iper e super
699,Fai da te,2019-05-03,2019-05-16,1,Iperal,Iper e super
700,Fino al 16/05,2019-05-03,2019-05-16,1,PosteMobile,Telefonia e Pay TV
701,Offerte valide dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Despar,Iper e super
702,Incentiviamo,2019-05-03,2019-05-23,1,Euronics,Elettronica
703,Sconti fino al 40%,2019-05-03,2019-05-16,1,Famila Superstore,Iper e super
704,Al costo,2019-04-30,2019-05-12,1,Pam,Iper e super
705,Al costo,2019-04-30,2019-05-12,1,Meta',Iper e super
706,Offerte Ipercoop,2019-05-04,2019-05-14,1,Ipercoop,Iper e super
707,Offerte incredibili,2019-05-04,2019-05-14,1,Despar,Iper e super
708,Dal 4 al 14 maggio 2018,2019-05-04,2019-05-14,1,Despar,Iper e super
709,Offerte incredibili,2019-05-04,2019-05-14,1,Despar,Iper e super
710,Dal 4 al 14 maggio 2018,2019-05-04,2019-05-14,1,Despar,Iper e super
711,Dal 4 al 14 maggio 2018,2019-05-04,2019-05-14,1,Despar,Iper e super
712,Gran risparmio,2019-05-04,2019-05-14,1,Non Solo Cash,Iper e super
713,Fresh mania,2019-05-04,2019-05-20,1,MediaWorld,Elettronica
714,Gran risparmio,2019-05-04,2019-05-14,1,Iper Super Conveniente,Iper e super
715,Fresh mania,2019-05-04,2019-05-20,0,MediaWorld,Elettronica
716,Dal 4 al 14 maggio 2018,2019-05-04,2019-05-14,1,R7 Supermercati,Iper e super
717,Promozione dal 4 al 15 maggio 2018,2019-05-04,2019-05-15,1,Nonna Isa,Iper e super
718,Promozione dal 4 al 15 maggio 2018,2019-05-04,2019-05-15,1,Nonna Isa,Iper e super
719,Promozione dal 4 al 15 maggio 2018,2019-05-04,2019-05-15,1,Nonna Isa,Iper e super
720,Promozione dal 4 al 15 maggio 2018,2019-05-04,2019-05-15,1,Nonna Isa,Iper e super
721,Promozione dal 4 al 15 maggio 2018,2019-05-04,2019-05-15,1,Nonna Isa,Iper e super
722,Le grandi offerte di maggio,2019-05-02,2019-05-29,1,NaturaSì,Iper e super
723,Sconti fino al 50% sulle grandi marche,2019-05-04,2019-05-17,1,Crai,Iper e super
724,A tutta griglia,2019-05-07,2019-05-13,1,Aldi,Discount
725,Risparmio fino al 50%,2019-05-03,2019-05-16,1,A&O,Iper e super
726,Tanti prodotti a €0.99,2019-05-03,2019-05-14,1,A&O,Iper e super
727,maggio 2018,2019-05-04,2019-05-31,1,Farmacia Clemente,Salute e Benessere
728,La qualità di una spesa felice,2019-05-04,2019-05-16,1,Mio Market,Iper e super
729,Il nostro impegno ti garantisce sempre più convenienza,2019-05-03,2019-05-13,1,Al Discount,Discount
730,Bellezza e benessere,2019-05-03,2019-05-23,1,Italmark,Iper e super
731,Eolo Easy,2018-05-04,2018-05-08,1,Eolo,Telefonia e Pay TV
732,Eolo professional plus,2018-05-04,2018-05-08,1,Eolo,Telefonia e Pay TV
733,Doppio sconto,2019-05-07,2019-06-03,1,MobyDick,Animali
734,Cine menu,2019-05-04,2019-06-04,1,Wiener Haus,Ristoranti
735,Mobile freedom,2019-05-04,2019-05-15,1,Fastweb,Elettronica
736,Euro mania,2019-05-04,2019-06-04,1,100 Montaditos,Ristoranti
737,Kena facile,2019-05-04,2019-05-31,1,Kena Mobile,Telefonia e Pay TV
738,Tutto il buono in tavola,2019-05-04,2019-05-14,1,Amodio,Iper e super
739,e-Bike e-Bonus,2019-05-04,2019-05-17,1,Sportler,Sport e Moda
740,Piccole e medie imprese,2019-05-04,2019-05-31,1,Linkem,Telefonia e Pay TV
741,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
742,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
743,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
744,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
745,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
746,TIM Young senza limiti Web Edition,2018-05-04,2018-05-10,1,TIM,Elettronica
747,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
748,Entra in TIM,2018-05-04,2018-05-10,1,TIM,Elettronica
749,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
750,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
751,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
752,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
753,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
754,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
755,Crazy day,2019-05-04,2019-05-04,1,Wind,Elettronica
756,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
757,Prezzo bloccato,2019-05-04,2019-05-31,1,Wind,Elettronica
758,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
759,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
760,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
761,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
762,depubblicato,2019-05-04,2019-07-31,0,Bricoman,Bricolage
763,Dall' 11 al 31 maggio 2018,2019-05-11,2019-05-31,1,Sinergy,Elettronica
764,Mobile open 6 GB,2018-05-04,2018-05-10,1,Tiscali Casa,Telefonia e Pay TV
765,Ultra fibra giga affari,2018-05-04,2018-05-10,1,Tiscali Casa,Telefonia e Pay TV
766,Mobile open 6 Gb affari,2018-05-04,2018-05-10,1,Tiscali Casa,Telefonia e Pay TV
767,Gli specialissimi!,2019-05-08,2019-05-15,1,Conad,Iper e super
768,Gli specialissimi!,2019-05-08,2019-05-15,1,Conad City,Iper e super
769,Gli specialissimi!,2019-05-08,2019-05-15,1,Conad Superstore,Iper e super
770,Gli specialissimi!,2019-05-08,2019-05-15,1,Conad Ipermercato,Iper e super
771,Gli specialissimi!,2019-05-08,2019-05-15,1,Margherita Conad,Iper e super
772,Festa della Mamma,2019-05-07,2019-05-13,1,America Graffiti,Ristoranti
773,"Di mamma ce n'è una sola di offerte, centinaia",2019-05-04,2019-05-31,1,Iperbimbo,Infanzia e giochi
774,A tutta convenienza,2019-05-04,2019-05-14,1,Decò,Iper e super
775,Prendi 2 paghi 1,2019-05-04,2019-05-14,1,Decò,Iper e super
776,Prendi 2 paghi 1,2019-05-04,2019-05-14,1,Decò,Iper e super
777,Che prezzo!,2019-05-04,2019-05-14,1,Decò,Iper e super
778,"Abbaimo alzato la qualità, abbasando i prezzi!",2019-05-04,2019-05-14,1,Decò,Iper e super
779,Per te solo qualità e gusto,2019-05-04,2019-05-14,1,Decò,Iper e super
780,"Torna maggio, torna l'amore",2019-05-05,2019-05-27,1,Idea Bellezza,Cura casa e corpo
781,Promozione valide dal 5 al 27 maggio 2018,2019-05-05,2019-05-27,1,Idea Bellezza,Cura casa e corpo
782,Entra in scena la convenienza,2019-03-02,2019-05-14,1,Decò,Iper e super
783,Entra in scena la convenienza,2019-05-04,2019-05-14,1,Decò,Iper e super
784,Entra in scena la convenienza,2019-05-04,2019-05-14,1,Decò,Iper e super
785,Entra in scena la convenienza,2019-05-04,2019-05-14,1,Decò,Iper e super
786,Entra in scena la convenienza,2019-05-04,2019-05-14,1,Decò,Iper e super
787,Sottocosto,2019-05-03,2019-05-16,1,Coop,Iper e super
788,Grande convenienza!,2019-05-04,2019-05-14,1,Sigma,Iper e super
789,Grande convenienza!,2019-05-04,2019-05-14,1,Sigma,Iper e super
790,Gran risparmio!,2019-05-04,2019-05-14,1,Sigma,Iper e super
791,Grande convenienza!,2019-05-04,2019-05-14,1,Sigma,Iper e super
792,Sconti fino al 50%,2019-05-04,2019-05-14,1,Sidis,Iper e super
793,S2S - Offerte Super Risparmioso,2019-05-04,2019-05-16,1,Super Risparmioso,Iper e super
794,Sconti fino al 50%,2019-05-04,2019-05-14,1,Sidis,Iper e super
795,Sconti fino al 50%,2019-05-04,2019-05-14,1,Qui Conviene,Iper e super
796,Sconti fino al 50%,2019-05-04,2019-05-14,1,Sidis,Iper e super
797,Sconti fino al 50%,2019-05-04,2019-05-14,1,Qui Conviene,Iper e super
798,Sconti fino al 50%,2019-05-04,2019-05-14,1,Sidis,Iper e super
799,Sconti fino al 50%,2019-05-04,2019-05-14,1,InGrosso,Iper e super
800,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
801,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
802,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
803,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
804,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
805,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
806,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
807,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
808,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
809,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
810,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
811,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
812,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
813,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
814,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
815,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
816,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
817,"Tutto per costruire, ristrutturare e fare manutenzione!",2019-05-04,2019-07-31,1,Bricoman,Bricolage
818,Maggio/giugno,2019-05-04,2019-06-30,1,+Bene,Salute e Benessere
819,Nuova collezione kids e pets,2019-05-01,2019-05-31,1,Divani & Divani,Arredamento
820,Aa OFFERTE,2019-05-04,2019-05-31,0,GrandVision,Salute e Benessere
821,Offerte valide fino al 19 maggio,2019-05-04,2019-05-19,1,Angel Mercatone,Cura casa e corpo
